text,coder,tweet,topics,Arts & Culture,Business & Entrepreneurs,Celebrity & Pop Culture,Diaries & Daily Life,Family,Fashion & Style,"Film, TV & Video",Fitness & Health,Food & Dining,Learning & Educational,News & Social Concern,Relationships,Science & Technology,Youth & Student Life,Music,Gaming,Sports,Travel & Adventure,Other Hobbies,id
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),64fc9dfe75e6c4bb034e5bc9,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'フィットネス&健康: 栄養'}),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1547566580586119168
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),6508d68976f0b23afc2f508a,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'フィットネス&健康: 栄養'}),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1547566580586119168
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),5c7dd8e0665aaa001230a6c7,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'フィットネス&健康: 栄養', '日常'})",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1547566580586119168
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),5ffe640167408f52d6db782c,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'フィットネス&健康: 栄養', '人間関係'})",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1547566580586119168
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),5cf67b30c5cf0e00010c00fc,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1547566580586119168
え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧),62851102d56842a48361f9d4,"え、sekaiさんほどではないんですけどわりと痩せてる方なので今度ちゃんと測りに行ってきますありがとうございますこれで全然貧乳だったら覚えててくださいね(圧) - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'フィットネス&健康: 栄養'}),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1547566580586119168
え、ノヴァエみなきゃ…,6097e36e99d6c893daf55676,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '映画&ラジオ'})",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517835676414214144
え、ノヴァエみなきゃ…,5f5329e2536ecb62db8534a0,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '日常'})",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1517835676414214144
え、ノヴァエみなきゃ…,64fc9dfe75e6c4bb034e5bc9,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'映画&ラジオ'}),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517835676414214144
え、ノヴァエみなきゃ…,5c5c85c6054ae60001d04f67,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'映画&ラジオ'}),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517835676414214144
え、ノヴァエみなきゃ…,64950eb7e2cb12bc4dc6d9d2,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'映画&ラジオ'}),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517835676414214144
え、ノヴァエみなきゃ…,650f1e26c33ec6cd72b684d4,"え、ノヴァエみなきゃ… - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'映画&ラジオ'}),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1517835676414214144
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",650e52bbe4fc4b222efe2533,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1482502859170082816
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",63f7df76fda679592c5132bf,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1482502859170082816
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",5f55acddaf6c8c97e5b4dad3,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482502859170082816
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",5f7d002d141e4e1c0e84e98e,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '社会'})",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1482502859170082816
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",64545cf5a05a75d2466364ee,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1482502859170082816
"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと",5c5c85c6054ae60001d04f67,"え、津波ってリアルタイムの話なのか
夜中の間に済んでしまったものかと - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1482502859170082816
"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな",5f5329e2536ecb62db8534a0,"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'ゲーム', '家族'})",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1469864581321609216
"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな",64950eb7e2cb12bc4dc6d9d2,"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'料理'}),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1469864581321609216
"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな",5f57620f2095071eaf7a8224,"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'人間関係'}),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1469864581321609216
"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな",57d56562a0e8ce00015439c7,"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'映画&ラジオ', '料理'})",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1469864581321609216
"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな",5f7d002d141e4e1c0e84e98e,"えるくんのククパドなぜ更新されんのだろ
最近忙しそうではあるけど、そんなに時間合わないのかな - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'料理'}),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1469864581321609216
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,5f7d002d141e4e1c0e84e98e,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '人間関係'})",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1521942484196409344
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,5c7dd8e0665aaa001230a6c7,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521942484196409344
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,5d28701c573e380001514923,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521942484196409344
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,64950eb7e2cb12bc4dc6d9d2,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1521942484196409344
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,615838a2d65d6be56cc96091,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '人間関係'})",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1521942484196409344
おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌,650f1e26c33ec6cd72b684d4,"おうち帰ってきてから友だちとオンラインパーティー🥳🍰🍕🍹🍺だららんとみんなでおしゃべりしてたら新しい朝がきちゃった🌅なかなか会えなくなっちゃったからまた会う日までは画面越し📱これはこれで楽しいけど😌 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521942484196409344
おうち片付けしなきゃ,5b16adc0388d8b00014fa3a0,"おうち片付けしなきゃ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548110161029410816
おうち片付けしなきゃ,56ddac2e6893b5000de993bf,"おうち片付けしなきゃ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548110161029410816
おうち片付けしなきゃ,5f55acddaf6c8c97e5b4dad3,"おうち片付けしなきゃ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548110161029410816
おうち片付けしなきゃ,5de03b0f5feb6e0b73b827c3,"おうち片付けしなきゃ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548110161029410816
おうち片付けしなきゃ,6266d1937cec5e7a57883e76,"おうち片付けしなきゃ - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548110161029410816
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,5c5aaf83a7ca950001f5a4c0,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490505591558926336
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,608254e72addda3937fd934b,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'社会'}),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1490505591558926336
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,6097e36e99d6c893daf55676,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490505591558926336
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,64950eb7e2cb12bc4dc6d9d2,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490505591558926336
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,64ef68f6a71e079b1239a4f3,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490505591558926336
おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶,5f7d002d141e4e1c0e84e98e,"おそようございのぴ🐗☀️めちゃくちゃ寝てしまったwwwありがたいことに今日はお休み🎶 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '日常'})",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1490505591558926336
おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔,5f55acddaf6c8c97e5b4dad3,"おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '日常'})",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1532965368150786048
おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔,57d56562a0e8ce00015439c7,"おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', 'ゲーム'})",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1532965368150786048
おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔,5c7dd8e0665aaa001230a6c7,"おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532965368150786048
おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔,5c5aaf83a7ca950001f5a4c0,"おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532965368150786048
おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔,5c5c85c6054ae60001d04f67,"おちむのほしいものにキーボードとか複数種類あるけど全部届いたらどうするんだろう🤔 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'芸能'}),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532965368150786048
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,64fc9dfe75e6c4bb034e5bc9,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '料理'})",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,62fd1304230026aaa1e5c5b1,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'アート&カルチャー'}),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,6097e36e99d6c893daf55676,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,64950eb7e2cb12bc4dc6d9d2,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,650f1e26c33ec6cd72b684d4,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲,6501ec1747921df1c19226fd,"おなかいっぱいの1時間でした18:30-19:00に詰め込みすぎ🥲 - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'日常', '料理'})",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1474318933679538176
おは、ようございます<(_ _)>,5c26bc552c45d4000148f85d,"おは、ようございます<(_ _)> - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478184401599369216
おは、ようございます<(_ _)>,64622d2c6d50562c9b68e0c1,"おは、ようございます<(_ _)> - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'その他'}),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1478184401599369216
おは、ようございます<(_ _)>,5fbd371dc57ae80a38ba00c2,"おは、ようございます<(_ _)> - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]","frozenset({'その他', '日常', '芸能'})",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1478184401599369216
おは、ようございます<(_ _)>,64950eb7e2cb12bc4dc6d9d2,"おは、ようございます<(_ _)> - インストラクション : https://docs.google.com/document/d/1A0jP35VLeYxYvotdIczDYIB0hOxOnS1ncylk6fVWyZQ/edit?usp=sharing

 

[Field-1]",frozenset({'日常'}),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478184401599369216
